0,228,254,0,229,255,66,84,65,66,84,65,38,108,112,0,0,100
0,236,252,0,245,255,63,84,57,63,84,57,38,113,116,0,0,100
0,231,253,0,233,255,60,82,58,60,82,58,37,110,110,0,0,100
0,229,245,0,232,255,54,79,54,54,79,54,38,108,112,0,0,100
0,214,231,0,224,232,52,77,53,52,77,53,38,112,112,0,0,100
0,214,231,0,224,232,52,77,53,52,77,53,37,107,113,0,0,100
0,214,231,0,224,232,52,77,53,52,77,53,38,108,112,0,0,100
254,138,101,255,143,103,92,65,46,92,65,46,134,44,81,100,0,0
254,137,95,255,135,98,89,63,44,89,63,44,132,44,84,100,0,0
254,123,91,255,122,93,90,62,45,90,62,45,136,46,82,100,0,0
254,135,88,255,136,90,87,60,41,87,60,41,138,44,81,100,0,0
254,126,91,255,127,93,87,61,43,87,61,43,138,44,81,100,0,0
254,134,96,255,135,98,83,61,39,83,61,39,136,42,81,100,0,0
254,115,85,255,118,86,83,61,39,83,61,39,136,44,84,100,0,0
0,246,65,0,248,66,51,73,33,51,73,33,64,116,72,0,100,0
0,242,62,0,245,62,48,70,30,48,70,30,63,115,77,0,100,0
0,229,52,0,235,51,51,70,28,51,70,28,63,115,77,0,100,0
0,226,59,0,233,56,47,69,34,47,69,34,63,115,77,0,100,0
0,223,58,0,228,56,47,69,29,47,69,29,64,116,79,0,100,0
0,223,57,0,227,56,49,70,31,49,70,31,64,116,79,0,100,0
0,222,49,0,217,47,45,67,27,45,67,27,65,117,80,0,100,0
22,227,65,24,235,69,86,91,51,86,91,51,72,106,81,20,80,0
8,226,68,0,232,74,84,92,49,84,92,49,71,104,79,20,80,0
4,213,55,0,213,55,101,103,64,101,103,64,75,105,79,20,80,0
92,140,41,92,140,41,104,100,61,104,100,61,85,89,81,40,60,0
93,139,42,92,139,43,103,99,61,103,99,61,83,92,83,40,60,0
101,140,27,105,139,28,100,99,60,100,99,60,85,89,85,40,60,0
163,174,53,176,175,54,96,92,54,96,92,54,88,88,83,60,40,0
245,195,97,255,202,103,105,97,60,105,97,60,90,82,86,60,40,0
248,200,104,255,205,108,104,98,59,104,98,59,90,82,82,60,40,0
254,135,89,255,143,88,109,97,63,109,97,63,98,78,86,80,20,0
254,132,95,255,135,101,109,95,65,109,95,65,98,78,90,80,20,0
254,132,95,255,135,101,107,95,61,107,95,61,94,78,86,80,20,0
202,208,205,206,209,209,99,93,77,99,93,77,87,85,87,0,0,0
200,207,205,206,210,210,97,94,71,97,94,71,86,84,89,0,0,0
196,201,197,200,203,199,96,93,70,96,93,70,86,86,86,0,0,0
0,244,164,0,250,168,71,110,64,71,110,64,48,114,98,0,20,80
0,244,173,0,245,176,78,109,67,78,109,67,46,116,96,0,20,80
0,247,169,0,253,181,79,110,68,79,110,68,45,114,95,0,20,80
0,244,106,0,251,111,79,109,62,79,109,62,49,119,90,0,40,60
0,246,111,0,251,111,81,109,64,81,109,64,50,121,92,0,40,60
0,247,115,0,250,116,81,109,64,81,109,64,51,118,90,0,40,60
0,248,146,0,255,177,76,108,61,76,108,61,50,120,89,0,60,40
0,248,147,0,255,177,82,108,64,82,108,64,52,121,89,0,60,40
0,250,140,0,255,151,80,109,62,80,109,62,51,118,86,0,60,40
0,241,100,0,255,125,81,110,61,81,110,61,56,121,81,0,80,20
0,245,123,0,255,145,81,111,62,81,111,62,56,121,81,0,80,20
0,246,130,0,255,161,85,111,60,85,111,60,56,124,76,0,80,20
0,167,253,0,186,255,85,103,70,85,103,70,46,97,115,20,0,80
0,172,249,0,191,255,88,102,73,88,102,73,46,97,115,20,0,80
0,173,254,0,192,255,82,103,69,82,103,69,46,97,115,20,0,80
52,141,253,66,171,255,101,101,70,101,101,70,69,80,109,40,0,60
52,145,253,60,172,255,102,100,71,102,100,71,70,81,107,40,0,60
49,134,252,57,158,255,100,99,69,100,99,69,69,80,113,40,0,60
56,114,251,69,130,255,103,99,70,103,99,70,75,79,109,60,0,40
54,108,250,60,123,255,103,100,71,103,100,71,73,76,109,60,0,40
55,108,250,61,125,255,104,99,71,104,99,71,74,77,107,60,0,40
251,132,253,255,147,255,117,102,76,117,102,76,96,64,99,80,0,20
250,128,251,255,137,255,117,102,74,117,102,74,93,64,97,80,0,20
251,135,253,255,159,255,107,103,69,107,103,69,96,65,100,80,0,20
