0.499,0.173,0.328,0.691,0.691,0.691,0.683,0.001,0.316,0.687,0.011,0.302,0.584,0.085,0.331,60,0,100

0.418,0.16,0.422,0.5,0.5,0.5,0.503,0.028,0.469,0.592,0.024,0.384,0.554,0.022,0.424,60,20,80

0.536,0.043,0.421,0.698,0.698,0.698,0.527,0.096,0.377,0.655,0.006,0.339,0.678,0.004,0.318,100,0,60

0.557,0.103,0.34,0.628,0.628,0.628,0.451,0.21,0.339,0.483,0.15,0.367,0.62,0.028,0.352,80,20,60

0.434,0.201,0.365,0.64,0.64,0.64,0.564,0.044,0.392,0.667,0.004,0.329,0.503,0.107,0.39,60,20,80

0.649,0.006,0.345,0.696,0.696,0.696,0.532,0.105,0.363,0.588,0.056,0.356,0.422,0.065,0.513,60,20,100

0.674,0.017,0.309,0.691,0.691,0.691,0.512,0.094,0.394,0.565,0.048,0.387,0.418,0.166,0.416,40,20,80

0.532,0.152,0.316,0.591,0.591,0.591,0.664,0.019,0.317,0.68,0.019,0.301,0.633,0.009,0.358,80,20,60

0.412,0.094,0.494,0.491,0.491,0.491,0.511,0.026,0.463,0.653,0.003,0.344,0.408,0.065,0.527,60,20,100

0.562,0.091,0.347,0.678,0.678,0.678,0.532,0.085,0.383,0.572,0.003,0.425,0.421,0.214,0.365,40,0,100

0.622,0.052,0.326,0.649,0.649,0.649,0.642,0.021,0.337,0.674,0.026,0.3,0.486,0.135,0.379,40,0,80

0.666,0.022,0.312,0.69,0.69,0.69,0.507,0.104,0.389,0.643,0.002,0.355,0.432,0.129,0.439,60,0,80

0.656,0.011,0.333,0.672,0.672,0.672,0.539,0.15,0.311,0.66,0.02,0.32,0.56,0.13,0.31,60,0,100

0.49,0.026,0.484,0.569,0.569,0.569,0.598,0.094,0.308,0.636,0.01,0.354,0.427,0.152,0.421,60,0,80

0.676,0.024,0.3,0.687,0.687,0.687,0.686,0.005,0.309,0.686,0.014,0.3,0.419,0.241,0.34,40,20,80

0.577,0.011,0.412,0.598,0.598,0.598,0.49,0.048,0.462,0.697,0.002,0.301,0.497,0.029,0.474,60,0,80

0.549,0.07,0.381,0.585,0.585,0.585,0.668,0.026,0.306,0.696,0.002,0.302,0.652,0.031,0.317,80,20,60

0.606,0.037,0.357,0.698,0.698,0.698,0.636,0.048,0.316,0.7,0.0,0.3,0.63,0.002,0.368,100,0,40

0.408,0.16,0.432,0.434,0.434,0.434,0.656,0.002,0.342,0.685,0.002,0.313,0.627,0.029,0.344,100,20,60

0.48,0.036,0.484,0.651,0.651,0.651,0.486,0.045,0.469,0.638,0.03,0.332,0.679,0.021,0.3,100,20,60

0.516,0.024,0.46,0.68,0.68,0.68,0.569,0.034,0.397,0.618,0.007,0.375,0.407,0.158,0.435,60,0,80

0.566,0.067,0.367,0.652,0.652,0.652,0.527,0.01,0.463,0.695,0.004,0.301,0.484,0.13,0.386,60,0,100

0.63,0.062,0.308,0.636,0.636,0.636,0.589,0.059,0.352,0.609,0.032,0.359,0.462,0.162,0.376,60,20,80

0.675,0.017,0.308,0.688,0.688,0.688,0.469,0.192,0.339,0.537,0.116,0.347,0.62,0.038,0.342,100,20,40

0.455,0.234,0.311,0.67,0.67,0.67,0.656,0.009,0.335,0.677,0.017,0.306,0.553,0.085,0.362,60,0,80

