0,214,231,0,224,232,52,77,53,52,77,53,37,107,113,0,0,100
0,214,231,0,224,232,52,77,53,52,77,53,38,108,112,0,0,100
0,172,249,0,191,255,88,102,73,88,102,73,46,97,115,20,0,80
0,173,254,0,192,255,82,103,69,82,103,69,46,97,115,20,0,80
52,141,253,66,171,255,101,101,70,101,101,70,69,80,109,40,0,60
52,145,253,60,172,255,102,100,71,102,100,71,70,81,107,40,0,60
54,108,250,60,123,255,103,100,71,103,100,71,73,76,109,60,0,40
55,108,250,61,125,255,104,99,71,104,99,71,74,77,107,60,0,40
196,201,197,200,203,199,96,93,70,96,93,70,86,86,86,0,0,0
200,207,205,206,210,210,97,94,71,97,94,71,86,84,89,0,0,0
250,128,251,255,137,255,117,102,74,117,102,74,93,64,97,80,0,20
251,135,253,255,159,255,107,103,69,107,103,69,96,65,100,80,0,20
254,137,95,255,135,98,89,63,44,89,63,44,132,44,84,100,0,0
254,123,91,255,122,93,90,62,45,90,62,45,136,46,82,100,0,0
0,244,173,0,245,176,78,109,67,78,109,67,46,116,96,0,20,80
0,247,169,0,253,181,79,110,68,79,110,68,45,114,95,0,20,80
0,171,128,0,200,153,88,105,66,88,105,66,59,105,100,20,20,60
0,167,125,0,199,150,88,103,65,88,103,65,59,100,100,20,20,60
0,131,145,0,134,147,87,99,63,87,99,63,62,94,103,40,20,40
0,129,150,0,133,153,87,99,64,87,99,64,62,94,103,40,20,40
107,112,109,106,110,108,100,98,61,100,98,61,86,82,94,60,20,20
111,115,114,113,118,117,100,99,64,100,99,64,85,81,93,60,20,20
254,132,95,255,135,101,109,95,65,109,95,65,98,78,90,80,20,0
254,132,95,255,135,101,107,95,61,107,95,61,94,78,86,80,20,0
27,134,143,31,144,153,89,94,55,89,94,55,76,89,98,33.3,33.3,33.3
29,141,155,34,150,165,90,95,58,90,95,58,75,88,92,33.3,33.3,33.3
0,246,111,0,251,111,81,109,64,81,109,64,50,121,92,0,40,60
0,247,115,0,250,116,81,109,64,81,109,64,51,118,90,0,40,60
0,176,112,0,181,115,83,102,65,83,102,65,56,104,95,20,40,40
0,173,109,0,175,108,85,103,65,85,103,65,58,107,94,20,40,40
0,148,62,0,164,70,91,103,61,91,103,61,76,94,89,40,40,20
0,152,76,0,166,84,90,102,61,90,102,61,75,94,90,40,40,20
163,174,53,176,175,54,96,92,54,96,92,54,88,88,83,60,40,0
245,195,97,255,202,103,105,97,60,105,97,60,90,82,86,60,40,0
248,200,104,255,205,108,104,98,59,104,98,59,90,82,82,60,40,0
0,248,146,0,255,177,76,108,61,76,108,61,50,120,89,0,60,40
0,248,147,0,255,177,82,108,64,82,108,64,52,121,89,0,60,40
0,250,140,0,255,151,80,109,62,80,109,62,51,118,86,0,60,40
0,188,59,0,218,70,108,119,84,108,119,84,68,105,86,20,60,20
0,195,66,0,221,79,109,118,84,109,118,84,69,102,83,20,60,20
93,139,42,92,139,43,103,99,61,103,99,61,83,92,83,40,60,0
101,140,27,105,139,28,100,99,60,100,99,60,85,89,85,40,60,0
0,245,123,0,255,145,81,111,62,81,111,62,56,121,81,0,80,20
0,246,130,0,255,161,85,111,60,85,111,60,56,124,76,0,80,20
4,213,55,0,213,55,101,103,64,101,103,64,75,105,79,20,80,0
8,226,68,0,232,74,84,92,49,84,92,49,71,104,79,20,80,0
0,242,62,0,245,62,48,70,30,48,70,30,63,115,77,0,100,0
0,229,52,0,235,51,51,70,28,51,70,28,63,115,77,0,100,0
254,101,154,255,107,162,135,134,104,138,184,75,99,75,86,10,0,0
253,103,142,255,108,139,142,134,109,145,180,86,99,75,86,10,0,0
254,136,217,255,151,235,141,128,103,147,170,88,103,72,85,20,0,0
254,134,218,255,136,243,139,128,101,145,173,84,100,69,87,20,0,0
254,122,214,255,127,227,137,122,98,146,160,79,110,64,90,50,0,0
254,122,215,255,127,227,137,123,99,145,166,81,109,63,89,50,0,0
59,191,99,64,195,96,112,124,87,122,168,58,84,92,84,0,10,0
68,208,111,69,215,113,110,124,84,120,168,57,84,92,81,0,10,0
104,223,143,115,227,148,118,124,90,128,168,67,86,91,83,0,20,0
100,217,136,102,221,141,118,124,87,128,168,59,85,90,85,0,20,0
0,248,100,0,255,107,82,111,62,91,156,36,68,114,76,0,50,0
0,246,90,0,255,99,88,110,64,97,156,41,70,111,77,0,50,0
0,237,253,0,255,255,82,106,79,89,149,46,51,103,103,0,0,10
0,237,253,0,255,255,79,105,75,85,149,40,53,103,103,0,0,10
0,191,245,0,213,255,80,108,80,78,149,39,52,101,104,0,0,20
0,193,247,0,207,255,79,106,82,79,148,48,53,99,103,0,0,20
0,151,220,0,143,216,57,98,72,69,143,30,37,109,116,0,0,50
0,166,203,0,166,215,60,97,75,72,139,27,23,111,111,0,0,50
